"T","Time","Sym","C/P","Exp","Strike","Spot","BidAsk","Prop","Score","Orders","Vol","Prems","OI","StockDiff($)","Diff(%)","Sweeps%","Delta","Theta","Ivol","ITM","Change","Flow"
"2024-02-22 15:38:09","1m ago","ENPH","Puts","Mar 08","120","123.41","3.92","0.28","","5","588.00","232.92K","69.00","3.38","2.82","0","-0.38","-0.18","57.35","1","0",""
"2024-02-22 15:38:05","1m ago","AA","Calls","Mar 15","28","27.68","1.29","0.6","","6","2.67K","350.45K","192.00","0.32","1.14","50","0.49","-0.03","53.52","1","0",""
"2024-02-22 15:34:50","1m ago","AIG","Calls","Aug 16","75","70.81","3.25","0.41","","7","1.18K","377.66K","2.60K","4.3","6.09","57.14","0.44","-0.01","22.81","1","87.69",""
"2024-02-22 15:11:14","1m ago","ENPH","Calls","Feb 23","125","124.58","1.54","0.42","","5","1.29K","225.25K","1.34K","0.31","0.25","0","0.47","-1.33","65.98","1","0",""
"2024-02-22 13:18:10","1m ago","ABNB","Calls","Apr 19","165","154.01","4.28","0.67","","12","1.28K","548.68K","2.94K","11.06","7.18","0","0.35","-0.06","32.82","1","-100",""
"2024-02-22 11:12:59","1m ago","NFLX","Calls","Mar 01","610","584.36","2.47","0.27","","6","1.76K","415.44K","716.00","25.77","4.41","50","0.18","-0.42","29.79","1","0",""
"2024-02-22 09:54:47","1m ago","MARA","Calls","Mar 01","25.5","23.85","1.6","0.26","","5","999.00","159.84K","2.26K","1.69","7.09","60","0.44","-0.14","156.73","1","0",""
"2024-02-22 09:44:27","1m ago","SMH","Calls","Mar 15","215","207.85","3.15","0.28","","5","1.85K","553.61K","7.30K","7.49","3.61","40","0.34","-0.12","28.36","1","0",""
"2024-02-21 15:18:31","1m ago","BIDU","Calls","Mar 15","110","107.05","4.28","0.33","","5","640.00","292.29K","5.81K","2.51","2.34","60","0.45","-0.12","50.36","1","0",""
"2024-02-21 14:07:31","1m ago","TTD","Puts","Sep 20","80","80.93","10.17","0.33","","5","282.00","287.64K","83.00","0.89","1.12","100","-0.39","-0.03","48.51","1","-21.38",""
"2024-02-21 11:38:31","1m ago","SEDG","Puts","Mar 15","70","71.58","4.62","0.36","","5","667.00","324.17K","1.23K","1.07","1.53","80","-0.41","-0.12","77.71","1","0",""
"2024-02-21 11:19:18","1m ago","PGR","Calls","May 17","200","188.16","4.5","0.5","","8","484.00","228.02K","358.00","11.71","6.22","100","0.36","-0.04","22.7","1","183.33",""
"2024-02-21 10:17:10","1m ago","MU","Calls","May 17","82.5","80.63","5.58","0.56","","9","1.55K","844.13K","366.00","2.04","2.54","55.56","0.52","-0.03","38.33","1","365.92",""
"2024-02-21 09:49:33","1m ago","CMA","Puts","Apr 19","50","50.02","3.45","0.45","","5","1.45K","511.05K","280.00","0.02","0.04","0","-0.48","-0.03","43.99","1","-69.57",""
"2024-02-21 09:34:12","1m ago","AAPL","Calls","Mar 01","185","182.38","1.62","0.46","","6","1.22K","199.69K","18.52K","2.61","1.43","83.33","0.37","-0.14","22.57","1","0",""
"2024-02-21 09:30:13","1m ago","TSLA","Calls","Mar 01","195","193.35","5.45","0.5","","5","376.00","206.80K","5.31K","1.72","0.89","0","0.48","-0.34","49.68","1","0",""
"2024-02-20 14:48:43","1m ago","GLD","Puts","Mar 01","187.5","187.63","1.09","0.31","","9","8.53K","911.98K","223.00","0.16","0.09","77.78","-0.45","-0.07","10.43","1","0",""
"2024-02-20 13:28:28","1m ago","TMUS","Puts","Aug 16","160","161.85","6.02","0.42","","5","407.00","248.60K","695.00","2.17","1.36","0","-0.41","-0.02","18.23","1","-2.9",""
"2024-02-20 12:33:31","1m ago","EFA","Calls","Jan 2025","80","76.29","2.9","0.6","","6","2.50K","795.90K","31.97K","3.73","4.89","66.67","0.45","-0.01","14.33","1","64.37",""
"2024-02-20 12:20:49","1m ago","RBLX","Puts","Sep 20","40","41.49","4.97","0.73","","8","935.00","467.50K","101.00","1.48","3.71","100","-0.37","-0.01","50.79","1","24.62",""
"2024-02-20 12:16:55","1m ago","SHOP","Puts","Sep 20","75","78.14","9.03","0.32","","6","441.00","399.11K","555.00","3.14","4.18","100","-0.36","-0.03","49.93","1","-21.61",""
"2024-02-20 12:06:08","1m ago","CCJ","Puts","Mar 15","40","41.21","1.11","0.38","","5","4.74K","500.72K","19.13K","1.37","3.43","100","-0.36","-0.03","41.37","1","0",""
"2024-02-20 11:01:43","1m ago","VKTX","Calls","Apr 19","48","36.81","8.25","0.26","","5","427.00","359.65K","1.42K","11.13","30.19","0","0.54","-0.1","198.71","1","217.58",""
"2024-02-20 10:46:13","1m ago","UBER","Calls","Apr 19","80","76.85","3.27","0.32","","8","1.41K","459.94K","3.12K","3.29","4.29","87.5","0.44","-0.04","35.18","1","-100",""
"2024-02-20 10:35:27","1m ago","COP","Puts","May 17","110","111.02","4.58","1","","7","652.00","293.81K","2.24K","1.31","1.19","0","-0.43","-0.03","25.41","1","-79.78",""
"2024-02-20 10:35:08","1m ago","GOOG","Puts","Mar 15","140","142.12","2.58","0.33","","5","580.00","151.74K","14.53K","2.07","1.48","100","-0.38","-0.08","25.95","1","0",""
"2024-02-20 09:30:20","1m ago","SPY","Calls","Feb 23","498","497.86","2.97","0.56","","5","842.00","245.71K","7.61K","0.22","0.04","60","0.52","-0.47","15.15","1","0",""
"2024-02-16 15:51:29","1m ago","AIG","Calls","Jun 21","70","69.75","3.85","1","","5","372.00","144.33K","3.38K","0.27","0.38","40","0.56","-0.01","21.92","1","122.08",""
"2024-02-16 15:15:05","1m ago","ARKK","Puts","Mar 01","50.5","50.56","1.46","0.38","","5","1.38K","203.87K","99.00","0.06","0.12","0","-0.47","-0.06","39.4","1","0",""
"2024-02-16 13:53:37","1m ago","GDX","Calls","Mar 15","28","27.05","0.61","0.5","","5","2.99K","177.52K","22.02K","1.03","3.82","20","0.39","-0.02","32.26","1","0",""
"2024-02-16 11:48:22","1m ago","NVO","Calls","Apr 19","125","124.33","5.85","0.43","","6","1.88K","1.07M","19.00","0.87","0.7","50","0.52","-0.05","29.09","1","39.74",""
"2024-02-16 10:46:04","1m ago","SOXL","Puts","Mar 15","38","39.1","2.99","0.29","","5","1.05K","333.80K","907.00","0.83","2.19","40","-0.4","-0.06","83.8","1","0",""
"2024-02-16 09:36:37","1m ago","UBER","Puts","Mar 15","80","80.04","2.88","0.42","","5","908.00","267.00K","3.58K","0.17","0.21","0","-0.47","-0.06","35.65","1","0",""
"2024-02-15 15:13:16","1m ago","AMSC","Calls","Jan 2025","15","14.19","3.65","1","","5","1.52K","563.88K","646.00","0.8","5.64","100","0.62","0","71.17","1","-9.59",""
"2024-02-15 13:51:46","1m ago","KRE","Puts","Jul 19","47","49.19","2.77","0.28","","8","1.95K","547.62K","6.42K","2.07","4.4","0","-0.37","-0.01","31.54","1","4.15",""
"2024-02-15 12:10:21","1m ago","VOD","Calls","Mar 15","9","8.48","0.2","0.45","","5","12.01K","206.62K","16.04K","0.54","6.43","80","0.35","-0.01","40.27","1","-89.74",""
"2024-02-15 11:43:21","1m ago","CAN","Calls","Apr 19","2.5","2.18","0.6","0.5","","5","6.64K","454.86K","5.08K","0.27","12.1","100","0.62","-0.01","207.55","1","-87.5",""
"2024-02-15 10:45:58","1m ago","RIVN","Puts","Feb 23","15.5","16.19","0.88","0.35","","6","10.82K","959.09K","2.65K","0.72","4.61","16.67","-0.37","-0.07","127.86","1","0",""
"2024-02-15 10:44:54","1m ago","BITO","Calls","Jun 21","25","24.68","2.56","0.42","","5","5.15K","1.44M","7.97K","0.28","1.12","60","0.48","-0.02","66.45","1","186.13",""
"2024-02-14 15:58:33","1m ago","BITO","Calls","Apr 19","25","24.58","1.99","0.47","","7","1.64K","343.79K","10.00","0.44","1.78","0","0.48","-0.02","65.17","1","259.3",""
"2024-02-14 15:51:31","1m ago","DKNG","Puts","Mar 15","41","43.88","1.96","0.28","","15","8.00K","1.61M","1.09K","2.7","6.59","6.67","-0.32","-0.05","68.06","1","-93.62",""
"2024-02-14 13:24:52","1m ago","SLV","Calls","Feb 16","20.5","20.43","0.16","0.33","","5","36.42K","582.80K","23.91K","0.06","0.27","100","0.46","-0.05","29.57","1","0",""
"2024-02-14 13:13:40","1m ago","TWLO","Puts","Feb 16","70","70.79","3.57","0.29","","6","1.54K","553.32K","2.29K","0.8","1.14","0","-0.44","-1.08","186.66","1","0",""
"2024-02-14 10:13:29","1m ago","DIS","Calls","Mar 15","115","111.11","1.62","0.39","","7","3.72K","590.59K","19.25K","4.01","3.61","42.86","0.34","-0.05","23.37","1","-95.99",""
"2024-02-14 10:06:48","1m ago","C","Calls","Jun 21","55","53.92","2.9","0.32","","6","2.50K","725.49K","35.97K","1.07","1.99","50","0.51","-0.01","24.84","1","-100",""
"2024-02-14 09:43:09","1m ago","XLE","Calls","Mar 01","85","84.02","1.1","0.71","","5","1.60K","168.45K","1.04K","1.06","1.27","100","0.43","-0.04","20.26","1","0",""
"2024-02-13 13:57:04","1m ago","STX","Calls","Mar 15","87.5","86.28","2.84","0.62","","5","769.00","221.30K","465.00","1.25","1.45","0","0.48","-0.05","32.08","1","-76.1",""
"2024-02-13 12:35:30","1m ago","JD","Puts","Apr 19","22","22.28","2.16","0.62","","5","1.57K","334.98K","131.00","0.36","1.64","40","-0.46","-0.02","57.09","1","-93.04",""
"2024-02-13 10:33:16","1m ago","JCI","Calls","Jan 2025","55","54.26","5.65","1","","5","521.00","301.10K","239.00","0.74","1.37","0","0.57","-0.01","27.17","1","94.69",""
"2024-02-13 10:16:39","1m ago","MRVL","Calls","May 17","75","68.19","4.38","0.5","","5","1.04K","472.71K","10.84K","6.76","9.9","20","0.42","-0.03","48.07","1","-40.57",""
"2024-02-13 10:08:19","1m ago","MU","Calls","Apr 19","85","82.28","4.53","0.29","","6","1.73K","781.77K","17.80K","2.72","3.31","16.67","0.48","-0.04","38.56","1","154.14",""
"2024-02-13 09:52:38","1m ago","TRUP","Puts","Mar 15","27.5","31.17","2.38","0.45","","5","669.00","156.90K","86.00","3.84","13.98","20","-0.3","-0.06","118.4","1","-90.53",""
"2024-02-12 15:27:53","1m ago","TGT","Calls","Feb 16","150","149.48","1.59","0.35","","6","1.49K","224.15K","6.92K","0.75","0.5","16.67","0.47","-0.23","28.22","1","0",""
"2024-02-12 14:01:15","1m ago","BAC","Calls","Jul 19","35","33.9","1.77","0.31","","8","2.66K","473.84K","7.76K","1.09","3.23","0","0.48","-0.01","23.95","1","70.9",""
"2024-02-12 13:38:30","1m ago","USO","Calls","Mar 15","72","71.86","2.6","0.83","","5","768.00","202.50K","7.04K","0.17","0.24","0","0.52","-0.04","30.44","1","7.69",""
"2024-02-12 12:19:20","1m ago","XBI","Puts","Feb 16","92","92.42","1.18","0.33","","6","3.44K","406.25K","1.04K","0.43","0.47","0","-0.44","-0.18","36.11","1","0",""
"2024-02-12 11:58:26","1m ago","GPS","Calls","Mar 15","22","20.98","1.27","0.83","","5","1.94K","246.43K","5.12K","1.06","5.04","100","0.45","-0.03","67.73","1","-0.78",""
"2024-02-12 11:52:28","1m ago","NOVA","Puts","Mar 15","12","12.5","1.57","0.46","","6","3.46K","540.78K","919.00","0.52","4.32","100","-0.38","-0.03","128.89","1","344.44",""
"2024-02-12 10:37:58","1m ago","CLSK","Calls","Mar 15","20","16.35","1.98","0.3","","9","10.25K","2.03M","35.17K","3.96","24.8","66.67","0.44","-0.05","165.26","1","-86.08",""
"2024-02-12 10:30:10","1m ago","NFLX","Calls","Feb 16","565","564.1","7.05","0.29","","8","540.00","341.73K","1.74K","3.6","0.64","87.5","0.5","-0.92","30.15","1","0",""
"2024-02-12 10:11:28","1m ago","MRVL","Calls","Mar 15","75","70.79","3.42","0.35","","8","2.18K","698.22K","14.01K","4.77","6.79","50","0.42","-0.08","60.07","1","-89.78",""
"2024-02-12 09:46:20","1m ago","MRVL","Calls","Feb 23","72","69.87","1.71","0.58","","7","1.70K","277.26K","2.55K","2.26","3.25","100","0.4","-0.11","52.69","1","0",""
"2024-02-09 15:54:18","1m ago","EWZ","Puts","Feb 16","32","32.92","0.11","0.67","","6","27.02K","295.23K","28.79K","0.94","2.95","100","-0.19","-0.02","24.7","1","0",""
"2024-02-09 15:03:22","1m ago","PDD","Calls","Feb 16","130","127.49","1.6","0.47","","8","1.60K","258.40K","2.60K","2.53","1.99","100","0.37","-0.18","37.29","1","0",""
"2024-02-09 14:49:10","1m ago","MU","Calls","May 17","100","85.48","2.16","0.33","","7","8.97K","1.94M","354.00","14.53","17","85.71","0.25","-0.03","35.89","1","156.94",""
"2024-02-09 14:05:40","1m ago","SYM","Puts","Mar 15","45","47.85","3.05","0.71","","5","1.10K","349.99K","178.00","2.45","5.45","100","-0.36","-0.06","75.21","1","-72.13",""
"2024-02-09 11:57:15","1m ago","GLD","Calls","Feb 16","189","187.26","0.52","0.36","","5","6.00K","311.64K","10.65K","1.73","0.92","100","0.3","-0.07","10.76","1","0",""
"2024-02-09 10:49:38","1m ago","ARKK","Calls","Mar 15","50","49.6","2.24","0.45","","5","949.00","207.03K","11.62K","0.47","0.95","20","0.51","-0.03","38.2","1","-52.13",""
"2024-02-09 10:07:26","1m ago","BAC","Calls","Aug 16","35","33.12","1.62","0.83","","5","999.00","164.24K","2.02K","1.86","5.63","40","0.44","-0.01","23.63","1","90.77",""
"2024-02-09 10:02:56","1m ago","KRE","Calls","Mar 15","47","46.9","1.95","1","","5","2.23K","428.36K","4.51K","0.15","0.32","100","0.53","-0.03","32.38","1","15.13",""
"2024-02-09 09:33:35","1m ago","PYPL","Calls","Feb 16","58","56.6","0.63","0.71","","5","4.14K","262.16K","3.08K","1.55","2.74","40","0.34","-0.08","36.76","1","0",""
"2024-02-08 14:56:55","1m ago","MANU","Puts","Mar 15","20","21.77","3.1","0.75","","6","717.00","227.13K","9.67K","1.78","8.92","0","-0.52","-0.02","77.72","1","79.84",""
"2024-02-08 14:26:22","1m ago","JNJ","Calls","Jun 21","160","155.49","3.73","0.56","","5","380.00","144.06K","5.90K","4.49","2.89","20","0.42","-0.02","14.19","1","65.77",""
"2024-02-08 14:19:27","1m ago","GDX","Calls","Jan 2025","30","27.33","2.54","0.33","","5","1.51K","390.20K","11.13K","2.68","9.82","40","0.5","0","30.05","1","62.08",""
"2024-02-08 13:36:39","1m ago","CPRI","Calls","Jan 2026","47.5","47.44","6.05","0.83","","5","470.00","320.30K","30.00","0.08","0.16","20","0.57","0","24.72","1","33.06",""
"2024-02-08 11:23:12","1m ago","F","Puts","Apr 19","12","12.71","0.34","0.5","","5","7.51K","260.68K","23.46K","0.71","5.91","60","-0.32","0","29.09","1","0",""
"2024-02-08 10:56:01","1m ago","NET","Calls","Feb 16","90","86.69","4.92","0.26","","5","463.00","171.97K","2.42K","5.19","6.13","100","0.46","-0.39","121.44","1","0",""
"2024-02-08 10:31:26","1m ago","TLT","Calls","Mar 15","95","93.86","1.34","0.46","","6","4.59K","620.49K","34.69K","1.14","1.21","33.33","0.43","-0.02","14.95","1","-100",""
"2024-02-08 10:27:29","1m ago","INTC","Calls","Jul 19","43","42.4","3.82","0.29","","5","775.00","300.73K","2.97K","0.56","1.32","0","0.56","-0.01","32.99","1","41.18",""
"2024-02-08 09:54:10","1m ago","AXP","Calls","Apr 19","210","209.9","9.1","0.42","","5","1.30K","1.18M","2.57K","0.18","0.08","40","0.55","-0.06","23.05","1","86.81",""
"2024-02-07 15:39:41","1m ago","PCG","Calls","Jun 21","17","16.4","0.85","0.86","","6","4.91K","419.53K","945.00","0.62","3.81","50","0.49","0","24.98","1","-11.76",""
"2024-02-07 13:51:02","1m ago","F","Puts","Jun 21","12","12.69","0.64","0.29","","6","2.96K","196.22K","4.85K","0.65","5.4","66.67","-0.37","0","31.17","1","0",""
"2024-02-07 12:15:14","1m ago","C","Calls","May 17","55","54.15","2.65","0.26","","5","2.37K","606.18K","9.96K","1","1.86","60","0.52","-0.01","24.83","1","66.98",""
"2024-02-07 11:42:51","1m ago","BA","Puts","Apr 19","200","212.79","4.75","0.33","","9","614.00","294.72K","4.17K","12.74","6.37","100","-0.27","-0.06","29.16","1","-100",""
"2024-02-07 11:21:43","1m ago","ARM","Calls","Jan 2026","75","74.48","24.12","0.33","","6","2.81K","6.97M","12.88K","0.85","1.15","50","0.69","-0.01","56.11","1","260.1",""
"2024-02-07 10:19:39","1m ago","INTC","Puts","May 17","42","42.88","2.44","0.29","","5","877.00","215.87K","3.30K","0.85","2.02","60","-0.4","-0.01","35.01","1","-35.32",""
"2024-02-07 09:48:02","1m ago","SOXL","Calls","Feb 09","34","33.82","0.89","0.42","","5","4.99K","454.02K","21.37K","0.18","0.52","0","0.49","-0.25","93.14","1","0",""
"2024-02-06 15:57:25","1m ago","MRVL","Calls","Mar 15","70","67.1","3.4","0.26","","5","978.00","327.45K","7.86K","3.02","4.51","80","0.45","-0.06","51.99","1","318.38",""
"2024-02-06 15:56:40","1m ago","WFC","Calls","Jul 19","50","48.24","2.69","0.36","","5","764.00","210.71K","2.78K","1.69","3.51","0","0.49","-0.01","24.09","1","219.7",""
"2024-02-06 14:19:12","1m ago","ABNB","Calls","Jun 21","145","143.44","14.3","0.45","","5","283.00","406.77K","2.17K","1.55","1.08","0","0.56","-0.05","39.47","1","88.64",""
"2024-02-06 13:27:25","1m ago","XLE","Calls","Mar 15","85","83.86","1.88","0.29","","5","1.14K","224.01K","21.07K","0.98","1.17","0","0.47","-0.03","20.15","1","-100",""
"2024-02-06 12:47:56","1m ago","ONON","Calls","Apr 19","30","27.83","1.71","1","","5","810.00","141.98K","5.07K","2.1","7.52","100","0.43","-0.02","49.06","1","131.67",""
"2024-02-06 11:48:13","1m ago","TQQQ","Calls","Feb 09","58","56.03","0.44","0.3","","8","9.04K","577.38K","19.05K","1.32","2.34","75","0.26","-0.15","54.5","1","0",""
"2024-02-06 11:20:36","1m ago","KWEB","Calls","Mar 15","26","24.8","0.91","0.27","","12","6.37K","545.59K","19.61K","1.25","5.06","91.67","0.41","-0.02","42.11","1","-69.61",""
"2024-02-06 11:00:32","1m ago","LVS","Calls","Apr 19","55","52.17","1.79","0.71","","5","1.57K","283.09K","1.47K","2.82","5.41","0","0.4","-0.02","29.04","1","-50.42",""
"2024-02-06 10:49:42","1m ago","KRE","Puts","Feb 16","47","47.06","1.07","0.32","","6","3.75K","391.91K","12.39K","0.1","0.22","100","-0.47","-0.06","36.93","1","0",""
"2024-02-06 09:59:57","1m ago","NYCB","Puts","Feb 16","5","5.09","0.47","0.71","","5","19.04K","719.10K","31.69K","0.32","6.34","80","-0.43","-0.03","158.22","1","0",""
"2024-02-06 09:52:22","1m ago","DIS","Calls","Feb 09","100","97.39","1.81","0.45","","5","2.85K","482.71K","6.26K","2.78","2.86","20","0.38","-0.45","78.18","1","0",""
"2024-02-05 13:38:04","1m ago","INTC","Puts","Jun 21","42","43.03","2.83","0.26","","5","939.00","273.89K","8.43K","0.78","1.86","40","-0.4","-0.01","34.66","1","-4.59",""
"2024-02-05 12:26:06","1m ago","RIG","Calls","Jan 2026","5","4.99","1.7","0.55","","6","5.58K","984.96K","4.38K","0.01","0.3","100","0.71","0","57.95","1","-2.06",""
"2024-02-05 11:18:31","1m ago","MRVL","Calls","Apr 19","75","66.06","2.6","0.45","","5","1.98K","518.59K","2.84K","8.95","13.56","0","0.33","-0.03","46.13","1","212.86",""
"2024-02-05 09:59:13","1m ago","SNOW","Calls","May 17","230","214.62","15.47","0.35","","11","1.20K","1.86M","4.01K","15.49","7.22","45.45","0.46","-0.1","45.24","1","-89.79",""
"2024-02-05 09:51:32","1m ago","DIS","Calls","Apr 19","105","97.29","2.39","0.47","","7","2.92K","684.91K","6.71K","7.85","8.09","0","0.33","-0.03","27.52","1","305.66",""
"2024-02-02 15:24:44","1m ago","NIO","Puts","Sep 20","5","5.55","0.93","0.31","","5","2.00K","187.00K","748.00","0.53","10.62","80","-0.3","0","77.5","1","-4.32",""
"2024-02-02 12:42:29","1m ago","PLTR","Calls","Feb 09","17","16.85","1.11","0.29","","13","3.50K","385.17K","9.04K","0.15","0.9","38.46","0.52","-0.08","124.11","1","0",""
"2024-02-02 11:15:34","1m ago","PLUG","Puts","Mar 15","4.5","4.74","0.67","0.43","","6","7.94K","544.19K","23.07K","0.24","5.41","0","-0.36","-0.01","129.76","1","17.16",""
"2024-02-02 10:50:26","1m ago","MRVL","Calls","Mar 15","72.5","67.79","2.9","0.36","","5","528.00","153.95K","1.42K","4.7","6.94","0","0.39","-0.05","49.84","1","205.7",""
"2024-02-02 10:49:43","1m ago","CVX","Puts","Apr 19","145","151.95","3.27","0.29","","5","624.00","204.67K","1.91K","6.99","4.82","0","-0.31","-0.04","22.68","1","-26.87",""
"2024-02-02 10:48:43","1m ago","AAL","Calls","May 17","15","14.6","1.13","1","","5","7.21K","819.71K","11.93K","0.41","2.79","40","0.52","-0.01","38.95","1","1.32",""
"2024-02-02 10:45:56","1m ago","TSM","Calls","Feb 09","118","115.1","0.72","0.33","","7","4.14K","318.19K","746.00","2.82","2.45","57.14","0.28","-0.1","27.29","1","0",""
"2024-02-02 10:44:36","1m ago","MRNA","Calls","Mar 15","100","97","5.92","0.86","","6","400.00","241.22K","2.41K","2.92","3.01","0","0.49","-0.08","53.5","1","-75.27",""
"2024-02-02 10:14:14","1m ago","IYR","Calls","Feb 09","87","86","0.62","0.83","","5","17.46K","1.20M","13.00","0.91","1.06","100","0.37","-0.07","21.92","1","0",""
"2024-02-02 10:09:32","1m ago","SOXL","Calls","Mar 15","35","32.88","2.49","0.45","","5","1.20K","327.80K","2.86K","1.78","5.36","40","0.46","-0.04","74.68","1","522.74",""
"2024-02-02 09:48:56","1m ago","VRT","Calls","Mar 15","62.5","61.24","4.35","1","","7","689.00","304.25K","1.30K","1.26","2.05","0","0.51","-0.06","57.7","1","133.33",""
"2024-02-01 15:56:38","1m ago","GPN","Puts","Aug 16","130","135.47","7.55","1","","5","486.00","379.08K","3.00","5.37","4.13","100","-0.35","-0.03","29.67","1","29.14",""
"2024-02-01 15:55:44","1m ago","RMBS","Puts","Feb 16","65","68.15","2.2","0.6","","6","3.31K","656.00K","698.00","3.54","5.44","83.33","-0.34","-0.12","67.54","1","0",""
"2024-02-01 15:07:03","1m ago","NVO","Calls","Mar 15","120","115.44","2.45","0.42","","5","1.33K","327.99K","1.59K","4.52","3.92","80","0.38","-0.04","25.06","1","240.49",""
"2024-02-01 13:45:50","1m ago","SNAP","Calls","Feb 09","17","15.9","1.17","0.28","","7","2.93K","345.27K","3.08K","1.08","6.75","85.71","0.45","-0.1","170.97","1","0",""
"2024-02-01 12:51:30","1m ago","UAL","Calls","Feb 23","42","41.84","1.38","1","","5","2.27K","286.24K","195.00","0.42","1.02","40","0.51","-0.03","33.76","1","0",""
"2024-02-01 11:27:38","1m ago","NYCB","Puts","Mar 15","4","5.59","0.42","0.31","","5","3.55K","149.97K","11.76K","1.61","40.28","20","-0.19","-0.01","164.92","1","52.94",""
"2024-02-01 10:03:49","1m ago","SMCI","Calls","Feb 02","560","554.34","8.05","0.26","","8","661.00","429.13K","2.02K","11.27","2.06","75","0.43","-5.55","82.58","1","0",""
"2024-02-01 09:59:24","1m ago","GOLD","Puts","Mar 15","15","15.88","0.34","0.5","","5","12.03K","422.87K","15.14K","0.85","5.67","100","-0.29","-0.01","33.35","1","-100",""
"2024-02-01 09:44:23","1m ago","KRE","Puts","Mar 15","46","49.03","0.94","0.26","","5","6.55K","623.68K","22.37K","3.04","6.61","40","-0.26","-0.02","34.3","1","-52.38",""
"2024-01-31 15:40:58","2m ago","KMX","Puts","Apr 19","70","71.82","4","1","","5","497.00","201.54K","1.05K","1.86","2.66","0","-0.39","-0.03","40.54","1","-60.62",""
"2024-01-31 15:26:38","2m ago","DKNG","Puts","Aug 16","39","39.72","5.03","0.42","","5","650.00","329.82K","42.00","0.7","1.8","20","-0.39","-0.01","51.42","1","-32.34",""
"2024-01-31 15:02:15","2m ago","CCL","Calls","Feb 02","17","16.8","0.28","0.56","","5","6.24K","199.03K","7.99K","0.15","0.9","80","0.43","-0.1","74.17","1","0",""
"2024-01-31 13:45:47","2m ago","CCI","Calls","Apr 19","110","109.63","4.85","0.83","","5","348.00","172.48K","1.09K","0.39","0.35","20","0.52","-0.03","25.7","1","-19.59",""
"2024-01-31 12:46:54","2m ago","RIOT","Calls","Jun 21","18","11.51","1.36","0.56","","5","1.20K","166.72K","1.76K","6.49","56.45","60","0.38","-0.01","104.56","1","86.4",""
"2024-01-31 11:45:10","2m ago","TSM","Calls","Mar 15","120","113.23","2","0.31","","5","1.51K","315.52K","6.92K","6.47","5.7","60","0.31","-0.04","26.76","1","-100",""
"2024-01-31 10:32:53","2m ago","XOM","Calls","Feb 16","105","104.54","1.84","0.33","","7","12.21K","2.15M","30.28K","0.61","0.59","85.71","0.48","-0.07","24.9","1","0",""
"2024-01-30 15:14:07","2m ago","XLV","Calls","Mar 08","141","140.51","2.32","0.83","","5","1.70K","394.28K","0.00","0.49","0.35","0","0.54","-0.03","11.79","1","111.83",""
"2024-01-30 15:01:55","2m ago","SNOW","Calls","Feb 02","215","205.29","2.13","0.29","","8","2.49K","554.63K","3.34K","9.23","4.49","87.5","0.26","-0.78","74.1","1","0",""
"2024-01-30 13:51:36","2m ago","ZIM","Calls","Jan 2025","15","14.85","3.25","0.5","","5","980.00","328.30K","8.97K","0.17","1.11","0","0.56","-0.01","73.4","1","-25.85",""
"2024-01-30 11:13:39","2m ago","TTD","Puts","Mar 15","70","70.39","5.47","1","","7","1.30K","710.32K","3.40K","0.5","0.71","42.86","-0.44","-0.06","60.11","1","-98.9",""
"2024-01-30 10:44:21","2m ago","UBER","Calls","Mar 15","70","67.1","2.87","0.48","","10","2.00K","588.11K","17.25K","2.75","4.08","0","0.43","-0.04","41.55","1","-100",""
"2024-01-30 10:42:10","2m ago","RUN","Calls","Feb 16","15","14.41","0.88","1","","5","4.88K","427.11K","2.62K","0.55","3.8","100","0.47","-0.03","88.9","1","0",""
"2024-01-30 09:52:08","2m ago","TQQQ","Calls","Feb 02","58","56.78","0.99","0.5","","10","4.67K","462.89K","8.66K","1.19","2.09","50","0.39","-0.24","69.73","1","0",""
"2024-01-29 15:24:11","2m ago","MRNA","Calls","Feb 16","105","105","4.78","0.29","","5","1.18K","535.36K","1.62K","1.4","1.38","60","0.53","-0.13","49.76","1","0",""
"2024-01-29 15:08:33","2m ago","PAGP","Calls","Jan 2026","17","16.95","1.07","1","","10","10.66K","1.17M","4.22K","0.04","0.25","10","0.46","0","19.78","1","23.26",""
"2024-01-29 11:59:08","2m ago","KSS","Puts","Mar 15","27.5","28.09","2.12","0.56","","5","934.00","196.55K","489.00","0.62","2.24","40","-0.43","-0.03","60.72","1","-28.47",""
"2024-01-29 11:28:45","2m ago","AAL","Puts","Mar 15","14","14.98","0.37","0.71","","5","6.99K","265.43K","16.60K","0.97","6.96","0","-0.28","-0.01","39.26","1","-77.03",""
"2024-01-29 10:45:47","2m ago","XOM","Calls","Mar 15","105","102.86","2.35","0.62","","5","2.40K","555.62K","18.84K","2.21","2.15","80","0.41","-0.04","23.28","1","-26.81",""
"2024-01-29 10:18:22","2m ago","RIVN","Calls","Mar 01","16","15.99","1.59","0.26","","7","50.33K","7.38M","63.56K","0.16","1.01","57.14","0.56","-0.02","82.47","1","-99.69",""
"2024-01-26 15:40:20","2m ago","EL","Calls","Apr 19","135","131.34","9.15","1","","5","517.00","494.83K","1.43K","3.22","2.45","0","0.5","-0.06","41.71","1","67.76",""
"2024-01-26 15:31:55","2m ago","SBUX","Calls","Jun 21","95","92.75","4.88","0.38","","5","404.00","200.60K","3.71K","2.14","2.31","0","0.49","-0.02","23.72","1","0.51",""
